text,label,category,lang,source
eGov аккаунтыңыз 30 минут ішінде жойылады. ЖСН растаңыз: kaspi-gold.site,scam,phishing,kk,synthetic_template_kz
Бос орындар шектеулі! Ұтысқа кеңеліңіз!,scam,fake_prize,kk,github_Yerassyl04_Spam-kazakh
"Крипто-сигналы с точностью 82%. Первый месяц бесплатно, канал по ссылке в профиле",suspicious,,ru,synthetic_template_kz
"Асель, вам доступен персональный кредитный лимит 31 000 тг. Подробнее в приложении",suspicious,,ru,synthetic_template_kz
Арнайы ұсыныс: бүгін ғана!,suspicious,,kk,github_Yerassyl04_Spam-kazakh
"Tele2: тариф продлен, списано 2319 тг. Следующее списание 13.1",safe,,ru,synthetic_template_kz
Только сегодня! Скидка 44% на все товары в Wildberries. Успей до полуночи,suspicious,,ru,synthetic_template_kz
"Сәлеметсіз бе, Арман! Ертең сағат 15:00-де дәрігерге жазылғаныңызды еске саламыз",safe,,kk,synthetic_template_kz
Достарыңызбен өткізген демалысыңыз туралы хабарлаңыз.,safe,,kk,github_Yerassyl04_Spam-kazakh
Розыгрыш к 30-летию! Вам начислен бонус 89 300 тг. Для вывода оплатите комиссию 4550 тг,scam,fake_prize,ru,synthetic_template_kz
Вы получили сертификат Kaspi Магазин на 24 000 тг. Активировать срочно: egov-kz.online,scam,fake_prize,ru,synthetic_template_kz
"Kaspi  Gold:  код 48334. Никому не сообщайте. Если это не вы, звоните +7 713 846 57 91",scam,kaspi_scam,ru,synthetic_template_kz
eGov: ваша справка готова. Скачать в мобильном пиложении или на tele2.kz,safe,,ru,synthetic_template_kz
Kaspi:  код  870796. Никому не сообщайте.,safe,,ru,synthetic_template_kz
Вы получили сертификат Ozon на 1 000 000 тг. Активировать в течение 30 минут: halyk-verify.xyz,scam,fake_prize,ru,synthetic_template_kz
"Санжар, сізге 86 800 тг төлем мақұлданды. Деректерді осында енгізіңіз kaspi-bonus.top",scam,fake_prize,kk,synthetic_template_kz
Повестка в суд по делу №88884. Материалы дела: wb-kz-prize . shop,scam,fake_police,ru,synthetic_template_kz
Kaspi: перевод 33 100 тг от Нурлан ожидает подтверждения. Подтвердить: beeline-bonus.icu,scam,kaspi_scam,ru,synthetic_template_kz
"Арман, сізге 3 000 000 тг жеке несие лимиті қолжетімді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
Мерейтойлық ұтыс! Сізге 94 600 тг бонус есептелді. Шығару үшін 5360 тг комиссия төлеңіз,scam,fake_prize,kk,synthetic_template_kz
"Altel: 1 ГБ және 734 минут қалды, 14.5 дейін",safe,,kk,synthetic_template_kz
Напоминание: срoк оплаты за обучение до 7.8. Суmма 30 100 тг,safe,,ru,synthetic_template_kz
"Сізге алаяқтар несие рәсімдеген. Істі ІІМ жүргізуде, оператор +7 715 676 12 56",scam,fake_police,kk,synthetic_template_kz
Анықтамасыз  және  кепілсіз 9 000 000 тг дейін қарыз мақұлданды. 5 минутта рәсімдеу: egov.kz,suspicious,,kk,synthetic_template_kz
"Мама, я задержусь, буду примерно к 19 часам",safe,,ru,synthetic_template_kz
"Қызметкерлер қажет, кесте еркін, күнделікті төлем 20 000 тг. Telegram +7 761 143 23 46",suspicious,,kk,synthetic_template_kz
№67657 іс бойынша сотқа шақыру. Іс материалдары: halykbank.kz.verify.top,scam,fake_police,kk,synthetic_template_kz
"Оплата ЖКХ за январь пpинята, сумма 88 000 тг",safe,,ru,synthetic_template_kz
Activ: подключена подписка за 606 тг/нед. Отключить *962#,suspicious,,ru,synthetic_template_kz
Вы получили сертификат Ozon на 2 000 000 тг. Активировать сегодня до 18:00: kaspi-bonus.top,scam,fake_prize,ru,synthetic_template_kz
Пополнение 67 000 тг на карту *9795. Баланс 50 000 тг,safe,,ru,synthetic_template_kz
Tele2: oстаток 14 ГБ и 305 минут до 28.1,safe,,ru,synthetic_template_kz
Уважаемый клиент! Карта *9441 заблокирована по подозрению в мошенничестве. Для разблокировки перейдите forte-cabinet.pro до 23:59,scam,fake_bank,ru,synthetic_template_kz
Ваш аккаунт eGov будет удален срочно. Подтвердите ИИН: beeline-bonus.icu,scam,phishing,ru,synthetic_template_kz
Сатып алғаныңыз үшін рахмет! Түбіртек egov.kz сайтында,safe,,kk,synthetic_template_kz
"УРА! Санжар, вам одобрена выплата 5 000 000 тг. Реквизиты укажите тут halykbank.kz.verify.top",scam,fake_prize,ru,synthetic_template_kz
"Үйден жұмыс, аптасына 7 000 000 тг табыс. WhatsApp +7 780 532 84 83 жазыңыз",suspicious,,kk,synthetic_template_kz
"Ана, мен кешігемін, шамамен 22-де боламын",safe,,kk,synthetic_template_kz
НАПОМИНАНИЕ: СРОК ОПЛАТЫ ЗА ОБУЧЕНИЕ ДО 25.12. СУММА 41 000 ТГ,safe,,ru,synthetic_template_kz
"сәуір айына коммуналдық төлем қабылданды, сома 8 000 000 тг",safe,,kk,synthetic_template_kz
Курсы трейдинга. Первое занятие бесплатно. Запись +7 755 241 85 59,suspicious,,ru,synthetic_template_kz
"Несие  бойынша  сақтандыруды қайтару. Өтемақы тиесілі ме, тексеріңіз: +7 786 632 47 26",suspicious,,kk,synthetic_template_kz
Сізге 32 000 тг сомасына Kaspi Bonus 25% түсті. Белсендіру forte-cabinet.pro,scam,kaspi_scam,kk,synthetic_template_kz
"SE-2425 тобының жиналысы 17:00-де, 1 корпус",safe,,kk,synthetic_template_kz
Ваш аккаунт eGov будет удален до конца дня. Подтвердите ИИН: wb-kz-prize.shop,scam,phishing,ru,synthetic_template_kz
"Altel: 12 ГБ және 314 минут қалды, 15.4 дейін",safe,,kk,synthetic_template_kz
Повестка в суд по делу №32606. Маtериалы дела: kaspi-gold.site,scam,fake_police,ru,synthetic_template_kz
Ваша заявка на карту рассмотрена. Перезвоните +7 795 249 71 43 для активации,suspicious,,ru,synthetic_template_kz
"Kaspi Gold: код 994179. Никому не сообщайте. Если это не вы, звоните +7 766 310 91 14",scam,kaspi_scam,ru,synthetic_template_kz
"қаңтар айына коммуналдық төлем қабылданды, сома 13 900 тг",safe,,kk,synthetic_template_kz
"Сәлеметсіз бе, Ерлан! Ертең сағат 18:00-де дәрігерге жазылғаныңызды еске саламыз",safe,,kk,synthetic_template_kz
"Такси келді. Toyota Camry, мемлекеттік нөмір 920 BMM 06",safe,,kk,synthetic_template_kz
Wildberries: сәлемдемеңіз кеденде тұр. 536 тг баж салығын төлеңіз: gov-kz.support,scam,phishing,kk,synthetic_template_kz
"Үйден жұмыс, аптасына 1 000 000 тг табыс. WhatsApp +7 773 849 51 42 жазыңыз",suspicious,,kk,synthetic_template_kz
"ммыр айына коммуналдық төлем қабылданды, сома 50 700 тг",safe,,kk,synthetic_template_kz
"Altel: 28 ГБ және 759 минут қалды, 7.1 дейін",safe,,kk,synthetic_template_kz
Вы получили сертификат Wildberries на 8 000 000 тг. Активировать до конца дня: gov-kz.support,scam,fake_prize,ru,synthetic_template_kz
"Altel: тариф ұзартылды, 6264 тг есептен шығарылды",safe,,kk,synthetic_template_kz
Kaspi: Әйгерім жіберген 49 000 тг аударым растауды күтуде. Растау: kaspi.kz.secure-login.cc,scam,kaspi_scam,kk,synthetic_template_kz
Курсы трейдиHга. Первое занятие бесплатно. Запись +7 786 619 26 44,suspicious,,ru,synthetic_template_kz
"Инвестиции от 26 000 тг, доход 44% в месяц. Консультация +7 714 930 42 48",suspicious,,ru,synthetic_template_kz
"Крипто-сигналы с точностью 95%. Первый месяц бесплатно, канал по ссылке в профиле",suspicious,,ru,synthetic_template_kz
"Мәдина, сізге 56 700 тг жеке несие лимиті қолжетіді. Толығырақ қосымшада",suspicious,,kk,synthetic_template_kz
"Сізге aлаяқтар нeсие рәсімдеген. Істі Ұлттық Банк жүргізуде, оператор +7 717 300 58 87",scam,fake_police,kk,synthetic_template_kz
Вам пришло защищенное сообщение от eGov. Прочитать: jusan-secure.info,scam,phishing,ru,synthetic_template_kz
Құрметті клиент! *2304 картаңыз күдікті операцияға байланысты бұғатталды. Бұғаттан шығару: enpf-vyplata.ru,scam,fake_bank,kk,synthetic_template_kz
"На вас оформлен кредит мошенниками. Дело ведет Комитет госдоходов, оператор +7 744 766 33 96",scam,fake_police,ru,synthetic_template_kz
"Занятие по физике переносится на 11:00, аудитория 411",safe,,ru,synthetic_template_kz
Ваша заявка на карту рассмотрена. Перезвоните +7 761 830 22 54 для активации,suspicious,,ru,synthetic_template_kz
